iter,n,best_deg_BIC,best_BIC,best_chi2dof,E0,E1,E2,E3,E4,R_E_hi,odd_even_raw,odd_even_evenproj,c3_over_c2_med,c3_over_c2_q10,c3_over_c2_q90,c4_over_c2_med,c4_over_c2_q10,c4_over_c2_q90,H_cond,H_eig_min,H_eig_med,H_eig_max
0,6,4,42.99324455050368,34.03444720436341,40.76304935067315,0.6286571328001961,6.306295003683889,0.09483472075630493,0.5668050946106912,0.013871436847204802,0.1232390943465157,0.1247547458590081,0.0001711978099618516,3.402355488774744e-05,0.0005189011338468051,13.175905741129444,3.952668727924711,42.51700051672059,39.169213059201816,233.2515471220229,949.1947586061773,9136.279545610967
1,6,4,9.470875416163677,0.5120780700234026,43.74690774774338,1.0161094430518074,4.40943017802841,0.0004201022685709399,0.18998238627201033,0.003872137726081471,0.14500343500013815,0.08709009278402724,9.177861198160386e-06,8.257861185754776e-07,4.635359541742753e-05,0.2645967828768117,0.05676590347811613,0.816592767180193,453.74569955134376,286.9715275155872,1982.0075965960516,130212.09650387781
2,6,4,37.632219347559214,28.673422001418942,46.64979517117625,1.2212455058777267,2.598282570042444,0.000280966022398333,0.07269620237091964,0.0014459708135181903,0.15737527429614734,0.001603570092362684,4.5325915758960085e-06,7.058391611816864e-07,5.659351481261961e-05,0.4228148205796948,0.12315596618994004,5.149811434008695,37956.218054345656,289.6405643978905,4800.989350415778,10993660.419670077
3,6,4,125.60295003330418,116.64415268716391,47.60577987499671,1.7137369874164605,1.363814464185437,1.7697970973552369e-06,0.02320827798424879,0.0004579424274971652,0.1870278009092207,0.00030070875613776585,1.4442842412014732e-05,2.1635378122398235e-06,0.0004507063281618214,3.5654808345555447,0.5018012411173836,37.30438243882839,2045452.3339780367,300.40367233739516,11160.116840397679,614461392.7180983
4,6,4,292.2396250811565,283.2808277350162,48.686336892602164,2.253516288868235,0.6503778329809093,5.0112888048607893e-05,0.007724164090970448,0.00015069281191707005,0.21370568339430793,4.176826082073881e-05,2.9481640696769582e-05,2.781243065403916e-06,0.0009114890007650373,3.2357595001415627,0.45001138608223507,70.52325914820585,140694727.01003087,301.38288968280216,30045.437973947195,42402983389.4161
5,6,4,452.01995230161333,443.06115495547306,48.361600858158226,2.8856504147301325,0.32849154973852607,6.360539848781821e-07,0.002935143871104712,5.692171870768621e-05,0.24343808174743425,5.220072100848623e-06,0.00037720392981608795,1.5878104489258696e-05,0.0029539892674199223,15.598009488295592,1.6217891894957785,397.0420128434371,8111006411.053118,310.72822384056866,51501.763036528886,2520318615666.0005
6,6,4,656.8544276990601,647.8956303529199,47.54909973432517,3.593791950947321,0.1476352523626518,7.043215166927342e-08,0.001116762134210548,2.1774636234877593e-05,0.2744903369874544,6.141014163867994e-07,0.0001936042413182038,9.729465679643455e-06,0.0018269200194350847,5.573007929426116,0.5839245263192119,21.796506193187852,334613687856.28094,318.20356990262036,112509.31438397488,106475270014149.69
7,6,4,849.2455425082813,840.2867451621411,46.32728586155953,4.295555180683368,0.06493518090644156,1.0758147244816476e-07,0.00044067985973782865,8.696129008890284e-06,0.304288130125784,6.838896628686821e-08,0.0003926696397753426,7.9805420955006e-05,0.009224357886107096,29.776425806385014,11.69309784201865,2070.590975199645,895750990678.512,327.50547315885507,234671.61466260988,293363352034679.25
8,6,4,1029.477167447487,1020.5183701013468,45.01844363332466,4.953389626243008,0.026976235442173445,7.787785687334103e-08,0.0001716046173807262,3.4337316622454974e-06,0.3316080781451993,5.333931144959857e-09,0.0008765117573484954,0.00024766010978113223,0.01598419353596668,32.993607288264464,9.971628236700502,1404.2523400346122,904496131587.3077,336.18886053348336,532842.8840168641,304081523835280.6
9,6,4,1180.680785612606,1171.7219882664658,43.80876035105436,5.5180326880305515,0.010943933701886472,4.427801676550707e-08,6.683707340343429e-05,1.3555820660580393e-06,0.3548600290375246,2.53853184656925e-09,0.0015179857704744897,0.00010397358443055822,0.026479486913926455,159.99848713968564,24.494035623077103,2650.7851183953167,881374355455.7023,344.1757468742267,1236941.784121758,303347677064756.5
10,6,4,1302.8784606146778,1293.9196632685375,42.78073382722415,5.979515900592294,0.004339381488272055,1.7415741969768377e-08,2.583055132126635e-05,5.300560824022932e-07,0.3738408387146353,4.435863622065533e-09,0.003396055463360549,0.0002292588079856598,0.019507233110245065,82.73030214883207,14.717287083684894,673.9362190063201,858961638569.1163,350.91880958759896,2977207.4840459567,301425795688087.75
